customer_id,customers_count
40269316,1
40554046,1
7336981,1
27560151,1
36366716,4
39971160,1
48951535,1
9491706,4
31092122,4
35431284,1
9276332,1
9821311,1
27063192,1
29665332,1
28037971,1
29497033,1
40009633,1
40361006,2
25455120,1
26667331,1
32158496,1
39637543,1
40380307,1
35206808,1
35545658,1
24073421,1
25144868,2
29739503,1
33668635,3
37406681,1
38654739,1
39356731,3
39555995,2
48774451,1
48872401,1
48989996,1
28644417,1
33035576,1
36751306,3
24408349,2
32230423,1
36191769,1
38739528,1
38857184,1
35412982,1
36193617,1
38775467,1
40751771,1
41083967,1
23802456,1
30187203,1
33430298,1
39638312,1
39851678,1
40084759,1
40525911,1
41014328,1
25716536,1
28184664,1
33579874,1
37087234,1
40589340,1
33717871,1
35516825,1
39559720,2
25231549,1
32916722,1
38832212,1
39746741,4
31687374,1
27211276,1
28686048,1
33600095,1
37437196,2
29158204,1
32022025,1
38973037,2
35794155,1
37742832,1
38754050,5
40394872,1
7698850,2
8814914,2
25234827,1
37812730,1
40532028,1
30203047,1
33662694,1
34394543,1
29153551,1
30331659,1
39202170,4
25665299,1
34790891,1
39040979,1
40215384,1
48847038,1
24193553,1
34021971,1
34362237,1
39920505,1
31614601,2
32816044,1
36464298,1
9158387,1
39110010,1
9598368,2
27326463,1
40697608,1
33821754,2
24685783,2
49042526,2
30672299,1
39698295,1
39317920,1
8184622,1
29330402,5
40372386,1
32253416,1
33778252,1
38345060,1
7156796,1
31071935,1
37815792,1
39277868,1
41087967,1
9671250,1
29267589,1
29699636,1
49048431,1
9158004,1
31030798,1
29591301,1
40427591,1
40480428,2
6298207,1
28992849,1
30023502,1
35523172,1
39576812,1
40205380,1
9366009,1
30516983,2
9000836,2
25322881,1
31521602,1
29643875,1
33800128,1
48785277,1
35428065,1
40117522,1
7708193,1
28318034,1
40184747,1
40513549,1
29905557,1
34086203,1
36602881,1
8417315,1
28461432,2
32858578,1
39184447,2
40104779,1
39589837,1
41068366,2
49060017,1
24384197,1
36439279,2
25479156,1
34192004,1
49049479,1
23954164,1
24896476,1
27470978,1
38268867,1
39700592,3
24973037,1
34266522,1
36339138,1
37528570,1
40332765,1
29698226,1
40469318,1
8341908,2
32497419,2
36586608,1
40513912,1
23983246,1
40296348,1
40805332,1
24534020,1
31593885,1
35929326,1
49064186,1
8269874,1
9443183,1
31960779,1
41133589,1
38084534,1
38754615,3
26829721,1
34176226,1
34456954,1
38154179,1
38847228,3
39145768,1
39154085,1
39721102,2
40060664,1
36597956,1
37196253,1
38177773,1
40436227,1
40679284,1
36499287,1
40733862,1
48802773,1
30838630,1
38266402,1
38608901,1
48821925,1
40993260,1
41135733,1
28458637,1
34945197,2
32027504,1
34195231,2
36036353,1
39703981,1
40901370,1
7921818,1
25939589,1
26724855,2
31548216,1
32784372,1
33387431,1
35069812,1
37003220,1
38937180,1
36912472,2
40002045,1
38032073,1
38412907,3
28041782,2
37564162,1
33537615,2
33849830,1
23807391,2
28996785,1
36389745,2
36404821,1
40541592,2
7139516,1
39249797,2
9053122,1
27428812,1
33261733,1
38767175,1
39534416,1
48923128,1
26260893,1
28382461,1
38357641,1
40599840,1
9407475,1
34539718,1
40841594,1
6555751,1
31138572,1
38292840,1
40285570,1
40447512,1
25340159,1
31963634,1
32552627,1
33079299,1
37921411,1
38110023,2
36422215,1
40251376,2
40269965,1
24049298,1
29769155,1
33797563,1
39418988,1
39458132,2
25161109,1
33440637,1
36114740,2
39067490,1
39779003,1
25716927,1
26638373,1
33972032,1
40741726,1
33728319,3
31376470,1
23953140,1
29661684,2
34560639,1
37173643,1
37523253,1
40125157,1
40886847,1
27530517,1
27729303,1
31436857,1
48876631,1
7629456,1
26087017,1
26547956,1
32182426,1
32615787,1
36105834,1
36617204,1
37866859,1
7135090,1
7777420,3
30789783,1
40150456,2
40847636,1
41104744,1
23589193,1
26793880,2
39003782,2
49007291,1
35843154,1
32555800,2
36526914,2
41035704,1
48658184,1
40115978,1
31253563,1
40129761,2
9257399,1
28578343,1
34554845,1
36355965,1
28444451,1
48695009,1
28402893,1
7849298,1
9152360,2
9479853,1
27586867,1
30671106,1
31524932,1
40234011,1
7144452,1
8491124,1
27729766,1
31570777,1
39414039,1
37974651,2
34314322,2
38961992,1
40583624,1
31288948,1
32089460,1
34203792,1
23907355,1
25347323,1
30028977,1
35034996,1
9341469,1
33959529,1
27008613,1
33358381,1
37584038,1
40701642,1
31774645,3
40821644,1
35300588,1
37368098,1
8780169,1
29321545,2
32061683,1
34330938,1
36489562,1
38150149,1
35764346,1
39369961,1
40606768,1
34480431,1
31716796,1
6483599,1
9549710,1
40036232,1
25538975,1
39657645,1
39811343,1
40877534,1
30538180,1
34868718,1
39472489,1
35796890,1
36357180,1
38377840,2
33256649,1
39566719,1
40489503,1
36723830,1
37484438,2
38175255,1
39433499,1
40412720,2
48851857,1
27809912,1
27904360,1
28958026,1
38016483,1
33672915,1
40748573,1
40930312,1
33394335,1
33238509,1
35723510,1
36576430,1
38666050,1
35868493,1
40277086,1
48781472,1
48683598,1
25235853,1
38065293,1
9708099,1
25285135,1
33640090,1
33619380,2
33717173,1
40723773,1
26371349,1
35117971,1
40762753,1
27556418,1
31201410,1
35683642,1
35925785,1
36638176,1
36740944,1
39940489,1
29713968,1
30826975,1
31538225,1
36029423,1
29557652,1
33952994,1
7763098,1
40801015,1
27825231,1
38570859,1
8893475,1
32413651,1
37660511,1
40024541,1
40953601,1
48826078,1
26984711,1
27280782,1
35818763,1
36453311,1
38083927,1
6101092,1
38230833,1
40175094,1
40911403,1
29755015,1
34419016,1
36571907,1
38846013,1
32617336,1
32935371,1
35584376,1
28970165,1
38804040,1
39654507,1
9216034,1
29670660,1
36717965,1
49019607,1
24409378,1
8715202,1
37267650,1
40810862,1
25989440,1
40391931,1
30503591,1
31170372,1
36197615,1
32326404,1
38407775,1
8076691,1
9342661,1
31045311,1
38309471,1
38541245,1
39624650,1
40804537,1
28554180,1
37474112,1
30360959,1
36309214,2
28833781,1
32042185,1
35739980,1
41060533,1
24466914,1
36031871,2
40960890,1
7113124,1
28078787,1
35206395,1
40807445,1
9461272,1
28827110,1
30394740,1
39889127,1
48697038,1
27766916,1
48592003,1
9145535,1
25981004,1
30880213,1
30992280,1
40717653,1
48887873,1
34021753,1
39850980,1
40976120,1
8440661,1
31454790,2
33744995,1
38424051,1
35714110,1
39409693,1
28035500,1
31728177,2
34936815,1
7941155,1
31619926,2
39063196,1
25664575,1
35317925,1
8851129,2
24039586,1
32320112,1
31022628,1
32338449,1
37042333,1
33300496,2
36942545,1
38758504,1
26612607,1
35217978,1
48699059,1
33734293,1
39320106,1
39971794,1
7834674,1
37181720,1
27306123,1
32194639,1
32975482,1
36050176,1
40860477,1
49022006,1
39742647,1
31168555,1
33551086,1
33981072,1
37554054,1
39998297,1
40701594,2
49062589,1
41117615,1
7004348,1
40419684,1
40440548,1
33833320,1
38479160,1
29741029,1
33161439,1
36389744,1
41007739,1
24362563,1
30946952,1
31855045,1
36138420,1
31059387,1
38594675,1
31462505,1
34012749,1
38114731,1
40658022,1
7067094,1
33599029,1
48699760,1
25329170,1
28900607,1
39165879,1
40686275,1
32419478,2
33666280,1
35353901,1
25615146,1
31335752,1
36431156,1
29344767,1
29922432,1
40384661,1
27289881,1
30845395,1
34684672,1
34675931,1
35929077,1
37110938,1
39742818,1
31967553,1
32021572,1
32922723,1
36709716,1
36764307,1
48963439,1
7083977,1
9127557,1
9163892,1
39688968,1
26879736,1
37226182,1
49007108,1
8157194,1
38046643,1
7432497,2
33446787,1
33944607,1
39516977,1
27320320,2
36971520,1
28870450,1
31420575,1
33105988,1
37701484,1
27763294,1
38350121,1
25037425,1
31444532,1
39255582,1
39444995,1
33735794,1
36021785,1
40519816,1
29329555,1
28618178,1
33148779,1
9627083,1
37315868,1
6794628,1
28597674,1
8447712,1
29019740,1
48856715,1
8096111,1
9250470,1
38447706,1
39567110,1
40002147,1
30104642,1
39048021,1
40149133,1
40938375,1
8876097,1
26170672,1
32804762,1
40296050,1
36687714,1
29321804,1
36067450,1
40458446,1
8619124,1
23679834,1
27739038,1
39407245,1
40728795,1
29168396,1
33497262,1
31074766,1
33670220,3
36923079,21
38499967,1
39541984,3
39956122,4
40137001,13
40430587,9
40439361,7
48816723,30
48849218,15
48668873,21
25667542,3
27305320,1
27714576,1
35060990,14
37903345,18
40842613,11
34205263,3
40420480,2
5935397,1
30876436,2
40122284,2
40679057,16
35580176,1
36619473,1
38028535,1
40422316,4
27108805,1
31817456,18
40185906,65
9496200,3
26772278,1
37323490,1
39928945,6
39772784,1
40243775,3
40279246,1
41121204,1
48797892,1
49051525,17
37206124,2
39310968,10
40258558,25
40958469,2
27547605,1
30864213,1
48785380,1
27473881,1
31040292,15
31194740,3
33267583,2
34146656,2
38719688,1
39357507,1
40912571,1
6681829,1
35059768,1
37744086,1
38959920,4
39927390,12
32810049,1
40364154,2
40468635,2
40676027,9
33816319,4
38439228,1
26351939,1
31769302,2
33560386,1
33700796,3
36399737,3
39125811,1
40034466,2
34969200,2
37932182,1
28674651,2
34396464,1
35416810,1
35502999,1
36980819,1
37996529,5
39255641,7
39344532,1
41111728,2
6875111,1
27425942,1
36852655,1
25538721,1
25939993,3
29649019,1
35644439,6
35899804,1
30597924,8
38624633,3
39089302,1
39694861,2
27164936,3
37520238,1
30882942,1
36821630,12
39111088,1
40266973,6
24570822,2
37984425,1
39218605,2
39653499,1
39923177,4
36628527,1
40007108,2
9806844,1
29028986,1
32237485,1
38993700,3
40110620,2
7358178,13
33416006,1
26132167,2
38399568,2
40961973,1
9605560,10
35275010,1
8729342,2
9188392,1
30464351,2
48722997,1
24042576,1
49047498,7
8947975,1
31567540,1
33279710,2
38420999,1
8188828,1
33766053,2
39404564,1
7272491,3
24954622,1
28641883,1
40668469,1
48755255,1
31293315,1
33136949,5
38468035,2
28007451,35
33842424,2
34411784,115
40965376,1
49062216,1
30450525,3
33628713,48
33805095,4
35907254,19
38662315,1
39058078,3
39693638,30
40122412,2
40860241,1
27272671,2
28364311,1
38731417,46
38944535,1
40497461,4
48727133,4
8773749,2
35770312,3
39305900,26
25711243,3
39013694,1
40762040,3
40876821,8
31518799,1
33035295,3
39043949,6
40027193,17
49050609,1
32988541,2
37194106,1
38309683,5
38812904,1
40365723,1
40548429,1
31017280,1
33721398,2
35982218,1
37619409,4
37807252,2
26917406,1
27398947,1
28222909,3
29921441,3
48699078,2
48821278,1
30310215,1
32773928,4
39003914,2
29092020,3
33804225,4
34390531,1
38052121,4
38259105,1
38638642,9
39006930,1
29565511,5
33265410,2
33796136,1
34421971,6
39401514,1
39955425,1
40711263,5
28327191,1
34409484,3
34913178,3
36963817,1
40444447,1
40858456,3
41096083,7
33977579,2
35750141,1
37174691,2
40641611,1
24822572,1
34493174,1
25642935,5
30114649,1
39520055,3
39971855,1
36340271,3
40503763,7
40733357,3
8992818,1
27258877,1
30925573,1
8161100,4
26024299,2
41078323,1
25019479,1
36244906,2
38461943,1
40173392,1
40252644,2
32479959,1
34278927,1
37117333,1
39761156,2
40160031,6
40415037,3
40783508,1
33742660,1
38216393,1
40262465,1
27774845,1
31632665,1
32754071,2
35850426,1
38606090,2
38651631,4
40433426,1
41071998,1
7682486,1
34520771,5
40918588,1
28674090,1
33404010,4
35461330,2
39245419,1
39650438,1
40480834,2
40613274,2
40832606,1
32225006,1
33262243,21
35792099,1
40088425,1
40631632,3
41106203,1
31812986,1
33787483,3
33771169,1
35083561,3
36611298,2
39075701,2
30382510,1
40929357,3
48813423,1
23422275,1
33539734,1
35853700,20
39508442,2
48911713,2
27401860,3
39498421,1
40034169,2
48582931,2
48856188,1
49042241,1
9715646,1
39287897,1
48972023,1
49053039,1
49066534,2
9857557,2
31327925,6
32509912,1
34257960,5
37875882,1
41053543,1
7918208,3
26318592,1
33190264,1
36267211,2
39676639,1
40223260,4
40403713,2
49045039,1
8927920,1
29918560,2
36355328,4
40276697,4
23471135,3
37948423,1
49047613,2
49066814,1
6889795,1
25742029,1
38509839,1
40743848,1
33985980,1
35024677,1
37583873,1
38569379,1
38756737,1
38896326,2
29202246,1
40519914,3
25478333,1
27208377,2
34461665,1
37738158,1
39899390,1
8245815,1
30352238,1
38171092,1
39509795,1
7963865,1
39538350,1
36266526,1
37570250,1
29483742,1
33306079,6
36752075,2
38614208,2
40928349,1
7403568,2
7796217,1
30781254,2
31433832,1
39494951,1
32735519,8
40364807,1
40429118,1
27545832,1
40285467,2
24101562,1
31771988,1
39404708,1
32099359,6
33879794,2
36809817,1
40478023,1
40512909,1
28860970,1
37153659,1
39448103,1
48770472,1
29449681,1
36740988,1
38979126,1
26622654,1
28804023,6
28951823,6
31880558,1
32039701,2
37213996,1
49021821,1
33743733,1
35627405,6
34702453,1
39069358,1
7422455,1
8859098,1
34407679,1
48902738,5
48913008,1
8833649,1
26183100,1
31390693,2
33675781,1
35374077,1
40418810,1
31168258,1
36055138,1
40626622,1
36662629,2
39732341,1
40924422,1
29694303,1
34805251,2
26623621,1
32575888,1
24494751,1
33281778,1
34454268,1
37696812,1
38955507,1
40410965,1
28321915,6
40747041,1
48984177,1
29882443,1
31739879,5
33984976,2
37154923,1
40475008,1
48893982,3
27232045,1
31658051,1
32845980,1
38277685,1
40124758,2
40564068,1
7288319,1
28166578,1
33449586,1
38373373,1
40430381,1
41026059,1
29291252,2
39369232,2
35484492,3
40440769,1
28133222,1
31423192,1
40126339,1
7052880,3
32332574,1
33471716,1
39262599,2
27507191,1
34222233,1
40944988,1
39958159,4
40245723,1
34891275,1
36859900,2
39556631,1
41130533,2
34960968,1
35494027,2
35832512,1
31611171,1
34194781,1
39555719,1
40320799,1
6215520,1
7960907,1
35004503,2
36676777,1
39142460,4
8105816,1
26982987,1
32885940,1
39298299,1
39801749,1
40078952,1
29953415,2
33682287,1
39544368,1
33749576,2
37162697,1
75969,1
32333658,2
34184913,1
36623214,1
8123141,1
26513411,3
29773679,2
31684779,1
27964699,1
28442285,1
34023161,1
6037461,1
7946282,1
8619158,2
30084020,1
37990818,1
38924213,1
29124496,1
37714106,2
48648323,1
48657667,1
48896102,1
6556115,1
30970323,1
35502229,3
39688613,2
49008410,5
30320858,1
26157739,1
38548993,2
9757076,1
7698771,2
29268817,1
32866009,1
36351449,2
40787057,2
28843351,1
36315505,2
38691136,1
28531185,1
29716000,1
34010189,1
38640443,1
40942591,1
25291645,1
29688013,1
33135306,1
33102180,1
34248540,1
35140502,1
35514775,7
35820560,1
36805626,1
40908498,1
35731336,2
7402497,1
36371991,1
39379033,2
40866180,6
48935128,6
8764650,1
36637406,3
39075027,7
48650239,2
48960090,4
26218644,3
28335210,2
35818644,2
39937591,1
33581349,2
40002062,1
30279025,1
41091410,1
38077379,1
39171362,1
7791399,2
29542234,1
32378513,4
39110280,2
40413562,2
24944307,2
27743041,2
36323457,1
49042178,1
28117017,2
48778386,3
24907259,1
33200036,1
6872930,7
30239531,1
40474153,3
40494733,1
7503382,1
28717338,1
32466834,1
39491819,1
7855169,1
38035822,1
8267367,1
8920251,1
35911777,1
28714594,1
30075481,1
36723281,1
40172888,1
40327314,1
28551216,1
31641221,2
32696267,1
34560819,1
35186799,2
8769730,1
27656529,1
29898728,1
36783268,2
30303192,2
39036834,1
29529863,1
30620733,2
31803241,8
33980284,5
49051165,1
6703190,1
37647920,1
48860571,1
8411167,1
34548011,1
32556611,1
36019073,1
48782359,1
30110649,1
30904574,4
32093007,1
35577311,3
34880146,1
35841706,2
40018694,2
8021254,1
36375510,1
38932374,2
40505098,3
48998730,1
26296341,2
33980935,1
39568495,1
40335672,1
40769011,1
38669582,3
40486626,2
8446784,1
30896156,2
29191947,1
35696313,3
37029009,1
8172930,1
8806315,1
29624196,1
35451043,1
36258693,3
39052910,2
39895158,1
7912415,1
35014339,4
35113887,1
35348535,1
38108346,1
40788293,1
27541731,1
32121474,2
32746304,1
33438948,1
37923026,1
9478940,1
32454675,2
23927522,1
26895825,1
33846082,1
35676537,3
36856220,1
39692098,1
48982990,1
31875269,1
23910575,1
24096749,2
40509122,1
23635124,1
31448885,1
35959643,3
40202511,5
9774910,1
38381798,2
39943706,1
7590943,1
9865276,1
29248818,1
30739932,2
30948726,3
32434591,1
40071097,1
29888413,2
31237137,1
38004405,1
40030782,3
37472908,2
39373490,1
30196439,1
8031109,1
26579480,1
41154410,1
30712357,1
36307675,1
39877667,1
40609431,1
48734476,1
29830077,1
32471720,1
36477122,1
37127583,1
37545620,1
27895954,1
36319174,5
40155495,1
29403576,1
29936170,2
34868054,1
8529897,1
28959480,1
29096017,1
35162480,2
39808361,1
7634437,1
38230643,1
32347007,1
39893994,1
32534759,1
39444266,1
8772803,1
40215275,1
35512369,1
36096063,1
36128522,1
38877778,1
39417494,1
49002964,2
8180255,1
30730057,1
35786368,4
37133807,1
32337973,1
35918745,2
36592560,1
38615849,2
41000024,1
8040927,1
40614350,1
8833543,2
9668307,1
34433301,1
7692263,1
23937183,2
29206835,1
31604613,2
31263252,1
32956616,1
37389725,1
9650244,1
24353066,1
8089630,1
26192853,3
33347852,1
25004883,1
38507357,1
38563812,3
40205970,1
36385600,1
38976820,2
40499883,1
29787694,1
33199136,1
34966425,1
40709268,1
31657647,1
34121157,1
35009116,2
37566916,1
40711991,1
25773122,1
37063160,1
40948070,1
41015143,1
37300766,1
38568237,1
38744773,1
48837315,1
8162981,1
37486923,1
9311702,1
29649536,1
35552721,1
35944200,1
36184157,1
29730425,1
40258667,1
48845397,1
48880766,1
9021392,1
38875544,1
40291629,1
8663310,1
28481847,3
28575726,1
30085843,2
32316071,1
26916289,1
39771862,1
26286819,1
27948526,1
37275771,1
41093863,1
26081589,2
28251621,1
37580921,1
8575147,1
30904701,1
30932287,1
38926960,1
32611447,1
36061625,1
28678006,1
32788319,2
40179670,1
9452145,2
37379807,1
25497467,1
30022410,1
8779880,1
33521512,1
41103911,1
8304008,1
48704999,1
30783945,3
30928818,1
31278031,1
34209711,1
35911181,1
40923725,3
24018855,1
35897183,1
39486252,1
35647607,1
26692862,1
40457503,1
26571400,1
33330085,1
36390572,1
40700909,1
26840580,2
7637609,1
29749834,1
32851824,1
8523288,1
31708466,3
33157032,1
39484734,1
27856824,2
9383194,1
38033655,1
102430,1
35396456,1
35637878,1
39771965,1
39866432,1
48998368,1
28064791,1
30428900,1
40961528,1
26075302,1
33284356,1
38110425,1
34237722,1
38947919,1
8842388,1
29636848,1
41112346,1
41115044,1
24070036,1
26819839,1
30775650,1
39972117,1
34489093,1
36339696,1
9314020,1
33102155,1
34302358,1
34398307,1
40408691,1
33077002,1
34350487,1
34822288,1
38534210,1
27241524,1
35804162,1
38452233,1
39419069,1
25107483,1
26079654,2
33696799,1
33431781,1
9185294,1
39770303,1
40553793,1
40831802,1
27171503,1
30930606,1
34249793,1
37974135,1
33120033,1
8148033,1
9704132,1
30560891,1
36000546,1
36005133,1
40612031,1
40904850,2
48952687,1
31683107,1
40140256,5
33558918,1
35762506,1
36363933,1
38255558,1
30459278,1
36703043,1
38537611,1
28388111,2
30342451,1
36362862,1
23561471,1
26599484,1
31525574,1
32269954,1
36878878,1
40288538,1
40744924,2
40877501,1
30973144,1
31417677,2
36378066,1
39023399,1
39835242,2
40740733,1
24731053,1
31849266,1
9262045,1
28317553,1
32948317,1
40789110,3
48793827,1
34357070,1
24201253,1
38989419,1
33170334,1
38040434,1
39346286,1
9692926,1
29272829,1
36421934,2
27034293,1
27115852,1
30425513,1
40213750,1
26144833,1
31283194,1
32647136,1
35488490,1
29984647,1
41150180,1
8186974,1
35474211,1
8889379,1
33046924,1
33331007,1
40242238,1
40387262,1
40637794,1
36393793,1
40753886,1
7985984,1
41059197,2
38984017,3
48787344,2
24868858,1
38494805,1
39713202,1
35398130,1
8420406,1
31881855,1
37510587,1
39094245,1
8681731,1
28077096,1
29433823,1
29764905,1
33262929,1
38476123,1
39366108,1
39472253,2
40840589,1
29092827,1
32941855,1
36120564,1
40077672,1
40081955,1
32939063,1
37692306,1
30505781,1
31204879,1
34636758,1
34715323,1
35234904,1
38802974,1
48744743,1
9477260,1
35643305,1
36063467,1
39994449,1
8370441,1
38017658,1
39964007,1
29491325,1
35656849,2
30372834,1
33296507,1
38266782,1
39950231,1
40026475,1
40310317,1
29038712,1
40086401,1
7824285,1
31285955,1
37348567,1
6742962,1
24001487,1
32443711,1
34790695,1
41018810,1
9419780,1
23886968,1
30592726,1
8654187,1
38836073,3
40782845,1
